filename,class_name,threshold,pred_area,iou,dice,precision,recall,f1,pixel_accuracy,specificity,tp,fp,fn,tn
to_label_177.jpg,ALGAL_LEAF_SPOT,0.2,0.08996332908163265,0.04461596385458178,0.08542079653837771,0.05250332299396315,0.2289855072242526,0.08542076619077943,0.8988560267839228,0.9129647341305367,237,4277,798,44864
to_label_177.jpg,ALGAL_LEAF_SPOT,0.3,0.05998883928571429,0.04603051460961907,0.08800988874936935,0.05913621262262006,0.1719806763118859,0.08800985066696021,0.9264787946410107,0.9423699151402243,178,2832,857,46309
to_label_177.jpg,ALGAL_LEAF_SPOT,0.4,0.03832509566326531,0.02672683096054402,0.05206220419026159,0.04004160166198432,0.07439613525851245,0.052062158694628546,0.9441167091817918,0.9624346268880112,77,1846,958,47295
to_label_177.jpg,ALGAL_LEAF_SPOT,0.5,0.027503188775510203,0.012154233025475514,0.024016563146003457,0.0210144927521004,0.0280193236687904,0.02401651416551703,0.9530253507634068,0.9725076819743748,29,1351,1006,47790
to_label_177.jpg,ALGAL_LEAF_SPOT,0.6,0.021185427295918366,0.005270723526340646,0.010486177311225637,0.010348071494793219,0.010628019322644636,0.010486127319869984,0.9586256377531915,0.978592214238663,11,1052,1024,48089
to_label_177.jpg,ALGAL_LEAF_SPOT,0.7,0.015365911989795918,0.005567928730202231,0.01107419712009556,0.012970168610509706,0.00966183574785876,0.011074148188119455,0.9644052933654249,0.9845139496530707,10,761,1025,48380
to_label_177.jpg,ALGAL_LEAF_SPOT,0.8,0.0031887755102040817,0.0033585222499279157,0.006694560668895852,0.024999999984375,0.0038647342991435037,0.006694537475544706,0.9763432716817276,0.9968254614252928,4,156,1031,48985
to_label_177.jpg,ALGAL_LEAF_SPOT,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9793726084164155,0.9999999999979651,0,0,1035,49141
to_label_19.jpg,ALGAL_LEAF_SPOT,0.1,0.013771524234693877,0.0,0.0,0.0,0.0,0.0,0.9678132971919488,0.9859701128868148,0,691,924,48561
to_label_19.jpg,ALGAL_LEAF_SPOT,0.2,0.01078204719387755,0.0,0.0,0.0,0.0,0.0,0.9708027742327591,0.9890156744883679,0,541,924,48711
to_label_19.jpg,ALGAL_LEAF_SPOT,0.3,0.00922751913265306,0.0,0.0,0.0,0.0,0.0,0.9723573022939804,0.9905993665211755,0,463,924,48789
to_label_19.jpg,ALGAL_LEAF_SPOT,0.4,0.007872289540816327,0.0,0.0,0.0,0.0,0.0,0.9737125318858145,0.9919800211138796,0,395,924,48857
to_label_19.jpg,ALGAL_LEAF_SPOT,0.5,0.00705516581632653,0.0,0.0,0.0,0.0,0.0,0.9745296556103027,0.9928124746183042,0,354,924,48898
to_label_19.jpg,ALGAL_LEAF_SPOT,0.6,0.00607860331632653,0.0,0.0,0.0,0.0,0.0,0.9755062181103007,0.9938073580748116,0,305,924,48947
to_label_19.jpg,ALGAL_LEAF_SPOT,0.7,0.004962531887755102,0.0,0.0,0.0,0.0,0.0,0.9766222895388699,0.9949443677393914,0,249,924,49003
to_label_19.jpg,ALGAL_LEAF_SPOT,0.8,0.0033880739795918366,0.0,0.0,0.0,0.0,0.0,0.97819674744703,0.9965483635162093,0,170,924,49082
to_label_19.jpg,ALGAL_LEAF_SPOT,0.9,0.0005978954081632653,0.0,0.0,0.0,0.0,0.0,0.980986926018453,0.9993908876776589,0,30,924,49222
